Company Name,Industry,Open,High,Low,Previous Close,Last Traded Price,Change,Percentage Change,Share Volume,Value (Indian Rupee),52 Week High,52 Week Low,365 Day Percentage Change,30 Day Percentage Change,Date,Daily Change,Performance
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,566.0,582.0,563.25,571.8,580.5,8.70,1582.6086956521738,1199375,687769600.0,912.0,314.1,51.59,-14.11,2023-04-29 15:56:09.600,546.0,0.6365131578947368
Go Fashion (India) Ltd.,Consumer Services,990.0,999.5,980.0,993.45,988.5,-4.95,70.2842377260982,6325,6258208.0,1339.9,847.3,-,0.84,2023-04-30 09:24:28.800,408.0,0.7377416225091424
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,1089.0,1089.0,1042.65,1059.15,1061.35,2.20,7.369752149721798,12787,13588233.42,1408.75,933.0,7.91,-8.16,2023-05-01 02:52:48.000,72.84999999999991,0.7533984028393965
Godrej Agrovet Ltd.,Fast Moving Consumer Goods,503.85,507.65,500.6,506.95,502.0,-4.95,-52.70174777406134,22224,11190895.2,746.8,441.0,-20.06,-5.71,2023-05-01 20:21:07.200,-559.3499999999999,0.6722013926084628
Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,757.05,785.0,750.55,757.55,782.95,25.40,55.96613545816733,743399,571740736.91,1138.0,660.05,-12.95,-1.23,2023-05-02 13:49:26.400,280.95000000000005,0.6880052724077329
Godrej Industries Ltd.,Fast Moving Consumer Goods,433.85,435.65,424.0,433.85,426.0,-7.85,-45.59039529982758,59044,25182856.44,662.0,405.0,-24.07,-9.29,2023-05-03 07:17:45.600,-356.95000000000005,0.6435045317220544
Godrej Properties Ltd.,Realty,1167.0,1233.45,1167.0,1182.95,1226.0,43.05,187.79342723004694,776473,937738677.37,2598.0,1129.55,-15.37,-15.47,2023-05-04 00:46:04.800,800.0,0.4719014626635874
Gujarat Pipavav Port Ltd.,Services,75.95,78.5,74.5,77.1,78.25,1.15,-93.61745513866232,679600,51744744.0,119.0,70.3,-31.62,-3.99,2023-05-04 18:14:24.000,-1147.75,0.657563025210084
Granules India Ltd.,Healthcare,272.1,279.75,268.9,272.25,278.2,5.95,255.52715654952073,879548,242684884.16,404.8,226.95,-18.14,0.85,2023-05-05 11:42:43.200,199.95,0.6872529644268774
Graphite India Ltd.,Capital Goods,391.0,393.1,383.2,393.05,388.75,-4.30,39.73759884974839,176151,68404717.83,754.0,350.0,-38.33,-11.49,2023-05-06 05:11:02.400,110.55000000000001,0.5155835543766578
Grasim Industries Ltd.,Construction Materials,1320.0,1350.0,1305.3,1320.75,1345.7,24.95,246.1607717041801,516506,686565600.5,1929.8,1276.6,-11.88,-7.55,2023-05-06 22:39:21.600,956.95,0.6973261477873355
Grindwell Norton Ltd.,Capital Goods,1676.6,1703.05,1645.15,1683.05,1680.0,-3.05,24.842089618785756,15338,25625196.6,2018.35,1161.0,35.52,-1.81,2023-05-07 16:07:40.800,334.29999999999995,0.8323630688433622
G R Infraprojects Ltd.,Construction,1105.55,1105.55,1080.3,1100.55,1093.0,-7.55,-34.94047619047619,6544,7140616.48,2267.65,1078.85,-,-22.37,2023-05-08 09:36:00.000,-587.0,0.48199678080832575
Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,131.3,131.8,127.1,132.0,130.6,-1.40,-88.0512351326624,1507206,194535078.42,198.8,98.1,14.09,-20.82,2023-05-09 03:04:19.200,-962.4,0.6569416498993963
Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,220.4,221.95,215.55,217.9,217.95,0.05,66.88361408882082,882222,192994884.72,379.2,209.45,-34.64,-14.38,2023-05-09 20:32:38.400,87.35,0.5747626582278481
Gujarat Alkalies & Chemicals Ltd.,Chemicals,683.3,692.95,664.4,689.35,689.0,-0.35,216.12755219086947,215330,146672029.5,1044.7,401.0,71.35,-14.21,2023-05-10 14:00:57.600,471.05,0.6595194792763472
Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,419.0,425.95,416.7,418.85,423.0,4.15,-38.606676342525404,1078048,455033280.32,786.0,403.55,-36.61,-25.11,2023-05-11 07:29:16.800,-266.0,0.5381679389312977
Hindustan Aeronautics Ltd.,Capital Goods,1763.0,1779.7,1727.4,1769.8,1737.7,-32.10,310.80378250591014,430150,750263328.5,1972.55,1010.0,73.20,-3.73,2023-05-12 00:57:36.000,1314.7,0.8809409140452714
Happiest Minds Technologies Ltd.,Information Technology,826.4,826.4,813.0,828.95,816.8,-12.15,-52.99533866605284,227373,186004756.38,1580.0,785.6,-17.44,-8.41,2023-05-12 18:25:55.200,-920.9000000000001,0.5169620253164556
Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,16.3,16.45,16.1,16.25,16.35,0.10,-97.9982859941234,670321,10886013.04,28.7,14.35,-37.26,-10.22,2023-05-13 11:54:14.400,-800.4499999999999,0.5696864111498259
Hatsun Agro Product Ltd.,Fast Moving Consumer Goods,874.7,886.25,869.75,881.15,875.0,-6.15,5251.681957186544,88204,77170561.64,1525.95,837.6,-1.40,-4.76,2023-05-14 05:22:33.600,858.65,0.5734132835282938
Havells India Ltd.,Consumer Durables,1099.85,1120.0,1092.25,1098.2,1111.65,13.45,27.045714285714297,1848135,2049858935.25,1504.45,978.0,12.04,-8.62,2023-05-14 22:50:52.800,236.6500000000001,0.7389079065439197
HCL Technologies Ltd.,Information Technology,964.5,981.45,964.2,973.25,979.05,5.80,-11.928214815814343,2827579,2746681964.81,1377.75,944.05,-1.04,-6.49,2023-05-15 16:19:12.000,-132.60000000000014,0.7106151333696243
Housing Development Finance Corporation Ltd.,Financial Services,2155.0,2224.05,2133.1,2170.85,2205.3,34.45,125.24896583422706,2776869,6047243158.68,3021.1,2026.0,-12.30,-5.89,2023-05-16 09:47:31.200,1226.2500000000002,0.7299659064579128
HDFC Asset Management Company Ltd.,Financial Services,1782.0,1839.0,1779.7,1792.35,1833.3,40.95,-16.868453271663732,447884,814118746.8,3365.0,1690.0,-38.56,-5.51,2023-05-17 03:15:50.400,-372.0000000000002,0.54481426448737
HDFC Bank Ltd.,Financial Services,1343.95,1360.0,1330.05,1348.0,1354.95,6.95,-26.092292587137944,5736226,7722508977.02,1725.0,1271.6,-10.01,-2.95,2023-05-17 20:44:09.600,-478.3499999999999,0.7854782608695653
HDFC Life Insurance Company Ltd.,Financial Services,549.95,567.3,540.55,550.0,567.0,17.00,-58.15343739621388,2052291,1143741774.3,775.65,497.05,-19.86,-8.17,2023-05-18 14:12:28.800,-787.95,0.7309998066138078
H.E.G. Ltd.,Capital Goods,995.8,998.95,963.3,997.85,984.9,-12.95,73.7037037037037,69104,67787568.8,2629.0,890.8,-54.45,-11.08,2023-05-19 07:40:48.000,417.9,0.37462913655382274
Hemisphere Properties India Ltd.,Realty,105.85,106.0,102.75,105.3,105.0,-0.30,-89.33901918976545,462015,48266707.05,165.9,95.0,-23.67,2.43,2023-05-20 01:09:07.200,-879.9,0.6329113924050632
Hero MotoCorp Ltd.,Automobile and Auto Components,2715.0,2770.0,2683.35,2719.7,2758.8,39.10,2527.4285714285716,393346,1075824910.76,2968.95,2146.85,-6.30,-1.95,2023-05-20 18:37:26.400,2653.8,0.9292174000909413
HFCL Ltd.,Telecommunication,55.15,55.7,54.25,55.15,54.95,-0.20,-98.00819196752211,2275417,124943147.47,101.35,51.55,-18.30,-12.39,2023-05-21 12:05:45.600,-2703.8500000000004,0.5421805624074988
Hinduja Global Solutions Ltd.,Services,1075.0,1080.55,1050.05,1067.1,1074.1,7.00,1854.686078252957,180181,193514394.0,3920.0,846.0,-,11.13,2023-05-22 05:34:04.800,1019.1499999999999,0.2740051020408163
Hikal Ltd.,Healthcare,239.85,243.6,234.15,239.0,238.95,-0.05,-77.75346801973745,386423,92262355.48,742.0,212.0,-51.31,-27.67,2023-05-22 23:02:24.000,-835.1499999999999,0.32203504043126685
Hindalco Industries Ltd.,Metals & Mining,335.0,342.9,330.25,338.65,341.8,3.15,43.04247750575436,11278576,3788248106.88,636.0,308.95,-8.98,-19.86,2023-05-23 16:30:43.200,102.85000000000002,0.5374213836477988
Hindustan Copper Ltd.,Metals & Mining,86.1,88.75,85.65,87.1,88.3,1.20,-74.16617905207724,2962596,258130989.48,159.4,81.2,-39.56,-17.13,2023-05-24 09:59:02.400,-253.5,0.5539523212045169
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,218.0,229.0,216.2,217.2,227.5,10.30,157.6443941109853,8196598,1840464114.92,354.8,206.5,-25.92,-4.65,2023-05-25 03:27:21.600,139.2,0.641206313416009
Hindustan Unilever Ltd.,Fast Moving Consumer Goods,2226.0,2293.0,2203.6,2230.6,2291.0,60.40,907.032967032967,1235612,2788393244.28,2859.3,1901.55,-9.74,-5.21,2023-05-25 20:55:40.800,2063.5,0.8012450599797153
Hindustan Zinc Ltd.,Metals & Mining,246.0,249.0,245.35,249.35,247.75,-1.60,-89.18594500218245,310474,76659135.34,408.6,245.1,-26.51,-17.15,2023-05-26 14:24:00.000,-2043.25,0.6063387175721977
HLE Glascoat Ltd.,Capital Goods,3320.0,3447.9,3252.4,3295.2,3410.0,114.80,1276.3874873864784,13768,46522898.08,7550.0,2950.0,-5.48,-4.13,2023-05-27 07:52:19.200,3162.25,0.45165562913907287
Home First Finance Company India Ltd.,Financial Services,746.95,748.0,726.05,743.7,733.95,-9.75,-78.47653958944282,37017,27411828.84,921.3,525.05,37.40,-4.41,2023-05-28 01:20:38.400,-2676.05,0.7966460436339955
Honeywell Automation India Ltd.,Capital Goods,34069.8,34069.8,33133.65,33787.7,33244.05,-543.65,4429.470672389128,1860,62036431.2,47275.95,30185.35,-19.23,4.96,2023-05-28 18:48:57.600,32510.100000000002,0.7031915804970604
Housing & Urban Development Corporation Ltd.,Financial Services,34.8,35.0,34.6,34.8,34.85,0.05,-99.89516921073094,544695,18949939.05,56.15,30.6,-34.40,-3.20,2023-05-29 12:17:16.800,-33209.200000000004,0.6206589492430988
Indiabulls Real Estate Ltd.,Realty,61.2,62.3,60.15,60.95,61.7,0.75,77.04447632711621,4909229,299462969.0,195.9,60.15,-48.26,-18.90,2023-05-30 05:45:36.000,26.85,0.31495661051556917
Indiabulls Housing Finance Ltd.,Financial Services,94.5,96.4,93.1,94.75,96.2,1.45,55.915721231766604,12436219,1174725246.74,297.8,90.75,-63.70,-19.70,2023-05-30 23:13:55.200,34.5,0.32303559435862994
ICICI Bank Ltd.,Financial Services,703.45,706.75,694.1,707.2,706.0,-1.20,633.8877338877339,9884899,6924865994.45,867.0,629.8,12.09,-6.06,2023-05-31 16:42:14.400,609.8,0.8143021914648212
ICICI Lombard General Insurance Company Ltd.,Financial Services,1120.0,1150.0,1105.85,1120.95,1144.0,23.05,62.03966005665722,228217,258033551.05,1675.0,1071.0,-28.47,-11.45,2023-06-01 10:10:33.600,438.0,0.6829850746268656
ICICI Prudential Life Insurance Company Ltd.,Financial Services,489.0,502.45,484.2,489.0,501.75,12.75,-56.140734265734274,757837,374288115.93,724.3,430.0,-20.19,-6.25,2023-06-02 03:38:52.800,-642.25,0.6927378158221732
Indo Count Industries Ltd.,Textiles,131.25,138.0,130.4,131.05,136.5,5.45,-72.79521674140508,387980,52474295.0,315.0,119.55,-22.98,-12.05,2023-06-02 21:07:12.000,-365.25,0.43333333333333335
IDBI Bank Ltd.,Financial Services,30.9,31.0,30.6,30.8,30.85,0.05,-77.3992673992674,3091913,95076324.75,65.25,30.5,-18.73,-15.96,2023-06-03 14:35:31.200,-105.65,0.4727969348659004
Vodafone Idea Ltd.,Telecommunication,8.35,8.6,8.2,8.4,8.5,0.10,-72.44732576985413,65435996,547699286.52,16.8,4.55,-15.58,-12.50,2023-06-04 08:03:50.400,-22.35,0.5059523809523809
IDFC Ltd.,Financial Services,49.35,51.4,48.65,49.15,50.8,1.65,497.6470588235294,5859079,293422676.32,70.2,41.65,-8.81,-0.61,2023-06-05 01:32:09.600,42.3,0.7236467236467236
IDFC First Bank Ltd.,Financial Services,31.35,32.45,30.6,31.45,32.4,0.95,-36.22047244094488,38981951,1227541636.99,56.25,28.95,-41.97,-13.36,2023-06-05 19:00:28.800,-18.4,0.576
Indian Energy Exchange Ltd.,Financial Services,158.0,161.15,157.0,158.75,159.9,1.15,393.5185185185186,9279366,1476625511.58,318.67,124.45,-57.68,-18.44,2023-06-06 12:28:48.000,127.5,0.5017729940063388
IFB Industries Ltd.,Consumer Durables,903.0,903.0,885.8,899.6,894.9,-4.70,459.66228893058155,6449,5766953.76,1365.85,800.0,-11.98,3.77,2023-06-07 05:57:07.200,735.0,0.6551963978474943
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,357.15,361.9,352.6,355.9,359.95,4.05,-59.77762878533915,1103024,394121505.44,602.05,321.0,-36.19,-5.90,2023-06-07 23:25:26.400,-534.95,0.5978739307366499
IIFL Finance Ltd.,Financial Services,323.5,335.0,317.15,323.75,333.5,9.75,-7.348242811501593,526247,172893189.38,396.0,242.9,-,0.76,2023-06-08 16:53:45.600,-26.44999999999999,0.8421717171717171
IIFL Wealth Management Ltd.,Financial Services,1488.5,1550.0,1458.95,1481.05,1543.0,61.95,362.6686656671664,191551,288908711.26,1908.3,1122.35,27.20,-5.45,2023-06-09 10:22:04.800,1209.5,0.808573075512236
Indian Hotels Co. Ltd.,Consumer Services,222.1,228.1,220.4,225.15,226.3,1.15,-85.33376539209331,3902317,873104405.58,268.95,129.17,59.17,-4.19,2023-06-10 03:50:24.000,-1316.7,0.8414203383528538
India Cements Ltd.,Construction Materials,156.5,161.8,154.65,156.5,160.55,4.05,-29.0543526292532,2206090,350724188.2,259.95,145.45,-18.47,-7.45,2023-06-10 21:18:43.200,-65.75,0.617618772840931
Indiamart Intermesh Ltd.,Consumer Services,3822.5,3877.4,3791.05,3809.2,3818.0,8.80,2278.0753659296165,98110,375615116.1,9710.7,3785.1,-45.52,-16.36,2023-06-11 14:47:02.400,3657.45,0.39317453942558206
Indian Bank,Financial Services,148.35,150.75,146.65,149.85,149.65,-0.20,-96.08040859088528,746419,110776043.79,194.95,115.1,3.56,-11.57,2023-06-12 08:15:21.600,-3668.35,0.7676327263400873
InterGlobe Aviation Ltd.,Services,1610.55,1667.0,1591.6,1606.2,1651.8,45.60,1003.7754761109253,692564,1130735391.52,2380.0,1511.75,-6.45,-12.64,2023-06-13 01:43:40.800,1502.1499999999999,0.6940336134453782
Indigo Paints Ltd.,Consumer Durables,1404.5,1405.0,1372.7,1395.65,1388.0,-7.65,-15.970456471727811,12205,16919913.55,2709.0,1353.6,-44.45,-12.79,2023-06-13 19:12:00.000,-263.79999999999995,0.5123661867847914
Indoco Remedies Ltd.,Healthcare,368.25,372.95,365.65,367.05,370.0,2.95,-73.342939481268,21554,7949977.36,530.25,322.7,-11.06,3.94,2023-06-14 12:40:19.200,-1018.0,0.6977840641206978
IndusInd Bank Ltd.,Financial Services,793.0,810.0,783.0,794.35,808.0,13.65,118.37837837837837,2796110,2241976920.2,1242.0,763.2,-21.84,-14.66,2023-06-15 06:08:38.400,438.0,0.6505636070853462
Indus Towers Ltd.,Telecommunication,210.0,210.9,204.5,209.1,208.35,-0.75,-74.21410891089108,2187045,453177594.45,332.8,181.2,-12.38,3.62,2023-06-15 23:36:57.600,-599.65,0.6260516826923076
Infibeam Avenues Ltd.,Information Technology,13.9,14.1,13.4,14.1,13.6,-0.50,-93.47252219822414,2029884,27667318.92,28.05,12.5,-72.81,-4.41,2023-06-16 17:05:16.800,-194.75,0.4848484848484848
Infosys Ltd.,Information Technology,1454.0,1485.0,1442.35,1461.9,1481.0,19.10,10789.705882352942,4651635,6800411271.9,1953.9,1367.15,-7.52,-2.77,2023-06-17 10:33:36.000,1467.4,0.7579712370131532
Inox Leisure Ltd.,Media Entertainment & Publication,509.1,525.0,503.0,508.45,523.2,14.75,-64.67251856853477,441730,226943204.8,563.6,291.0,64.71,0.98,2023-06-18 04:01:55.200,-957.8,0.9283179559971612
Intellect Design Arena Ltd.,Information Technology,635.6,659.0,623.35,633.35,658.95,25.60,25.946100917431192,329488,211271000.48,986.65,562.65,-12.51,-5.89,2023-06-18 21:30:14.400,135.75,0.6678660112501901
Indian Overseas Bank,Financial Services,16.45,16.8,16.1,16.45,16.6,0.15,-97.48084073146673,718064,11840875.36,29.0,15.25,-41.35,-10.11,2023-06-19 14:58:33.600,-642.35,0.5724137931034483
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,75.0,75.15,72.85,74.25,74.7,0.45,350.0,22029311,1629728427.78,94.33,67.7,-31.19,-35.99,2023-06-20 08:26:52.800,58.1,0.7919007738789356
Ipca Laboratories Ltd.,Healthcare,890.25,914.25,890.25,897.5,912.0,14.50,1120.8835341365461,154987,140412022.52,1383.1,831.05,-55.71,-0.57,2023-06-21 01:55:12.000,837.3,0.6593883305617816
IRB Infrastructure Developers Ltd.,Construction,203.0,205.9,198.0,202.25,204.0,1.75,-77.63157894736842,636428,128240242.0,345.85,148.05,25.31,-8.42,2023-06-21 19:23:31.200,-708.0,0.589851091513662
IRCON International Ltd.,Construction,35.95,36.2,35.8,36.05,36.15,0.10,-82.27941176470588,190000,6838100.0,53.4,34.8,-26.13,-9.99,2023-06-22 12:51:50.400,-167.85,0.6769662921348315
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,576.2,585.8,575.7,576.2,578.3,2.10,1499.7233748271092,1928361,1117909438.92,1279.26,404.29,-71.67,-16.81,2023-06-23 06:20:09.600,542.15,0.4520582211591076
Indian Railway Finance Corporation Ltd.,Financial Services,19.7,20.05,19.6,19.65,20.0,0.35,-96.54158741137817,2510750,49687742.5,26.4,19.3,-20.93,-7.31,2023-06-23 23:48:28.800,-558.3,0.7575757575757576
ICICI Securities Ltd.,Financial Services,427.1,429.6,412.0,428.9,413.5,-15.40,1967.5,570584,237003476.08,896.05,408.4,-33.08,-4.05,2023-06-24 17:16:48.000,393.5,0.46146978405222927
ITC Ltd.,Fast Moving Consumer Goods,273.5,285.0,271.2,273.5,284.75,11.25,-31.136638452236998,35165665,9842517976.85,285.0,200.9,34.93,1.05,2023-06-25 10:45:07.200,-128.75,0.9991228070175439
ITI Ltd.,Telecommunication,100.65,103.0,97.15,100.65,98.8,-1.85,-65.3028972783143,1243276,124091377.56,143.8,81.0,-23.43,9.58,2023-06-26 04:13:26.400,-185.95,0.6870653685674547
Jamna Auto Industries Ltd.,Automobile and Auto Components,122.2,129.8,122.2,122.15,125.4,3.25,26.923076923076938,6199390,784966761.8,129.8,78.6,44.30,10.64,2023-06-26 21:41:45.600,26.60000000000001,0.9661016949152542
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,1578.0,1587.0,1558.9,1572.65,1563.0,-9.65,1146.4114832535884,15467,24327425.62,1985.0,1342.2,-5.56,-3.26,2023-06-27 15:10:04.800,1437.6,0.7874055415617128
Jindal Steel & Power Ltd.,Metals & Mining,326.2,334.6,322.05,329.25,333.0,3.75,-78.69481765834932,4320099,1419973340.31,577.8,304.2,-17.16,-12.86,2023-06-28 08:38:24.000,-1230.0,0.5763239875389409
J.K. Cement Ltd.,Construction Materials,2106.2,2160.9,2100.0,2108.95,2149.0,40.05,545.3453453453453,128324,274755799.64,3838.0,2003.7,-26.04,-11.47,2023-06-29 02:06:43.200,1816.0,0.5599270453361126
JK Lakshmi Cement Ltd.,Construction Materials,416.05,423.45,412.0,420.25,416.95,-3.30,-80.59795253606329,92645,38667243.65,816.0,366.25,-27.22,-5.34,2023-06-29 19:35:02.400,-1732.05,0.510968137254902
JK Paper Ltd.,Forest Materials,298.0,309.75,297.05,295.7,303.25,7.55,-27.269456769396804,2270069,691690024.3,387.4,191.25,39.55,-12.06,2023-06-30 13:03:21.600,-113.69999999999999,0.7827826535880228
JM Financial Ltd.,Financial Services,61.5,61.5,59.5,60.95,59.65,-1.30,-80.32976092333058,368055,22193716.5,117.7,57.1,-31.13,-7.02,2023-07-01 06:31:40.800,-243.6,0.5067969413763806
Jindal Stainless Ltd.,Metals & Mining,100.0,100.6,97.35,99.8,99.8,-,67.30930427493713,492895,48845894.5,224.4,95.05,-8.98,-10.89,2023-07-02 00:00:00.000,40.15,0.44474153297682706
JSW Energy Ltd.,Power,204.3,207.75,199.0,207.95,205.3,-2.65,105.71142284569142,662114,134740199.0,408.0,161.4,23.96,-24.83,2023-07-02 17:28:19.200,105.50000000000001,0.5031862745098039
JSW Steel Ltd.,Metals & Mining,556.55,580.5,556.55,564.5,577.5,13.00,181.29566488066243,3737790,2128073358.6,790.0,520.05,-17.46,2.40,2023-07-03 10:56:38.400,372.2,0.7310126582278481
Jubilant Foodworks Ltd.,Consumer Services,512.25,545.0,508.5,512.25,541.15,28.90,-6.294372294372296,5437843,2894998856.34,918.0,451.2,-83.37,-7.02,2023-07-04 04:24:57.600,-36.35000000000002,0.5894880174291939
Jubilant Ingrevia Ltd.,Chemicals,485.5,490.85,473.05,485.85,476.0,-9.85,-12.039175829252514,163007,78083613.14,838.75,401.2,-7.18,-4.00,2023-07-04 21:53:16.800,-65.14999999999998,0.5675111773472429
Jubilant Pharmova Ltd.,Healthcare,348.8,349.0,281.8,343.7,340.0,-3.70,-28.57142857142857,71858,23945959.92,767.0,281.8,-53.06,-10.55,2023-07-05 15:21:36.000,-136.0,0.44328552803129073
Justdial Ltd.,Consumer Services,560.0,569.1,551.05,565.25,558.0,-7.25,64.11764705882352,194406,108597135.66,1138.0,520.0,-41.18,-14.55,2023-07-06 08:49:55.200,218.0,0.4903339191564148
Jyothy Labs Ltd.,Fast Moving Consumer Goods,148.35,152.5,147.5,149.65,150.0,2.85,-73.11827956989248,771549,115686057.06,187.3,130.15,-3.33,0.44,2023-07-07 02:18:14.400,-408.0,0.800854244527496
Kajaria Ceramics Ltd.,Consumer Durables,947.7,965.0,937.2,947.7,952.0,4.30,534.6666666666666,72125,68652902.5,1374.9,885.3,-3.29,-8.24,2023-07-07 19:46:33.600,802.0,0.6924139937449996
Kalpataru Power Transmission Ltd.,Construction,354.0,358.75,353.15,356.7,354.85,-1.85,-62.72584033613445,17142,6076667.58,496.0,331.8,-16.23,-1.07,2023-07-08 13:14:52.800,-597.15,0.7154233870967742
